spotify_artist_id,artist_name,genre
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,alternative country
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,folk
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,indie folk
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,nashville americana
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,new americana
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,roots rock
3znXuXT3xkCtjgOxXBBVnq,Justin Townes Earle,singer-songwriter
1hzfo8twXdOegF3xireCYs,Milky Chance,german pop
1hzfo8twXdOegF3xireCYs,Milky Chance,modern rock
6OwOuTjrLVrlMH1nxxIjbT,Elzhi,alternative hip hop
6OwOuTjrLVrlMH1nxxIjbT,Elzhi,boom bap
6OwOuTjrLVrlMH1nxxIjbT,Elzhi,detroit hip hop
70I9vE7YTwKmelfEplXc5r,Firewind,greek metal
70I9vE7YTwKmelfEplXc5r,Firewind,melodic metal
70I9vE7YTwKmelfEplXc5r,Firewind,metal
70I9vE7YTwKmelfEplXc5r,Firewind,neo classical metal
70I9vE7YTwKmelfEplXc5r,Firewind,power metal
70I9vE7YTwKmelfEplXc5r,Firewind,progressive metal
70I9vE7YTwKmelfEplXc5r,Firewind,speed metal
70I9vE7YTwKmelfEplXc5r,Firewind,symphonic metal
2o08sCWF5yyo2G4DCiT7T9,HVME,slap house
7wbkl3zgDZEoZer357mVIw,boy pablo,bedroom pop
7wbkl3zgDZEoZer357mVIw,boy pablo,bergen indie
7wbkl3zgDZEoZer357mVIw,boy pablo,norwegian indie
7wbkl3zgDZEoZer357mVIw,boy pablo,pov: indie
2fNr4ldujwq97v1jWeqs8K,Kai Wachi,brostep
2fNr4ldujwq97v1jWeqs8K,Kai Wachi,deathstep
2fNr4ldujwq97v1jWeqs8K,Kai Wachi,dubstep
